"player.photo","nr_raters","intelligence","confidence","happiness","trustworthiness","sexual_interest"
"1050_topshop1312.jpg",27,6,8.44444444444444,6.74074074074074,5.2962962962963,6.37037037037037
"1051_topshop1635.jpg",27,6.14814814814815,6.55555555555556,5.74074074074074,5.96296296296296,5.2962962962963
"1052_zara451.jpg",27,6.11111111111111,5.81481481481481,5.96296296296296,5.7037037037037,4.25925925925926
"1053_esprit2022.jpg",27,5.88888888888889,6.37037037037037,6.37037037037037,5.92592592592593,4.92592592592593
"1054_prada193.jpg",27,4.96296296296296,4.66666666666667,4.74074074074074,5.07407407407407,3.33333333333333
"1055_vestiaire112.jpg",27,3.92592592592593,6.03703703703704,5.7037037037037,3.88888888888889,4.55555555555556
"1056_topshop38.jpg",27,5.07407407407407,8.44444444444444,7,5.51851851851852,6.85185185185185
"1057_prada183.jpg",26,4.80769230769231,3.88461538461538,3.76923076923077,4.65384615384615,2.5
"1058_esprit533.jpg",26,5.38461538461539,6.61538461538461,6.23076923076923,5.34615384615385,5.15384615384615
"1059_esprit2487.jpg",26,5.92307692307692,7.07692307692308,7.5,5.96153846153846,4.5
"106_zara972.jpg",83,5.03614457831325,5.90361445783132,5.65060240963855,5.16867469879518,5
"1060_topshop406.jpg",26,4.69230769230769,6,4.92307692307692,4.65384615384615,4.57692307692308
"1061_esprit1043.jpg",26,6.5,6.23076923076923,6.38461538461539,6.15384615384615,3.92307692307692
"1062_primark57.jpg",26,5.38461538461539,7.46153846153846,6.96153846153846,5.5,4.80769230769231
"1063_zara1480.jpg",26,4.23076923076923,6.80769230769231,5.46153846153846,4.61538461538461,5.46153846153846
"1064_gucci237.jpg",26,6.57692307692308,5.65384615384615,5.84615384615385,6.11538461538461,3.76923076923077
"1065_topshop1506.jpg",26,5.76923076923077,6.42307692307692,6.26923076923077,5.61538461538461,4.57692307692308
"1066_prada73.jpg",26,5,6.30769230769231,5.88461538461539,5.03846153846154,4.15384615384615
"1067_topshop1084.jpg",26,5.96153846153846,7.84615384615385,6.84615384615385,5.46153846153846,6.07692307692308
"1068_topshop988.jpg",26,5.38461538461539,5.30769230769231,5.26923076923077,5.53846153846154,4.53846153846154
"1069_vestiaire407.jpg",26,4.73076923076923,3.96153846153846,4.57692307692308,5.34615384615385,2.30769230769231
"107_the gap459.jpg",83,5.80722891566265,5.91566265060241,5.92771084337349,5.89156626506024,5.34939759036145
"1070_zara2412.jpg",26,4.46153846153846,5.53846153846154,4.96153846153846,4.53846153846154,4.07692307692308
"1071_esprit71.jpg",26,5.23076923076923,4.73076923076923,4.92307692307692,5.46153846153846,3.53846153846154
"1072_esprit408.jpg",26,5.34615384615385,6.88461538461539,6,5.5,5.46153846153846
"1073_esprit1770.jpg",26,5.76923076923077,5.69230769230769,5.92307692307692,5.92307692307692,4.15384615384615
"1074_topshop351.jpg",26,5.65384615384615,6,5.76923076923077,5.80769230769231,3.76923076923077
"1075_the gap7.jpg",26,5.69230769230769,5.46153846153846,5.80769230769231,5.57692307692308,3.96153846153846
"1076_zara1983.jpg",26,5.65384615384615,5.73076923076923,5.61538461538461,5.88461538461539,4.26923076923077
"1077_zara1461.jpg",26,5.80769230769231,6.34615384615385,6.26923076923077,5.5,4.34615384615385
"1078_esprit674.jpg",26,5.38461538461539,5.19230769230769,5.42307692307692,5.23076923076923,3.61538461538462
"1079_zara175.jpg",26,5.42307692307692,4.92307692307692,4.84615384615385,5.03846153846154,3.65384615384615
"108_vestiaire937.jpg",83,5,6.80722891566265,6.24096385542169,5.2289156626506,5.80722891566265
"1080_vestiaire382.jpg",27,5.74074074074074,4.25925925925926,4.22222222222222,5.77777777777778,3.81481481481481
"1081_vestiaire240.jpg",26,5.15384615384615,5.53846153846154,5.69230769230769,5.07692307692308,4.61538461538461
"1082_vestiaire336.jpg",26,4.57692307692308,4.57692307692308,5,4.92307692307692,4.15384615384615
"1083_topshop57.jpg",26,5.03846153846154,7.34615384615385,6.57692307692308,4.88461538461539,6.84615384615385
"1084_zara910.jpg",26,6.03846153846154,6.30769230769231,6.26923076923077,6.11538461538461,4.61538461538461
"1085_topshop220.jpg",25,5.6,6.52,6.36,5.64,5.24
"1086_topshop1599.jpg",25,5.24,7.92,7.16,5.32,7.44
"1087_vestiaire469.jpg",25,6.28,6.44,6.56,6.12,5.04
"1088_esprit1379.jpg",25,6.28,6.84,6.52,6.2,6.36
"1089_esprit2253.jpg",25,6.4,6.96,6.24,6,6.16
"109_esprit980.jpg",82,6.81707317073171,6.17073170731707,6.1219512195122,6.52439024390244,4.29268292682927
"1090_vestiaire318.jpg",25,5.76,7.84,7.12,5.6,7.52
"1091_prada144.jpg",25,5.92,7.96,7.28,5.8,7.52
"1092_topshop1619.jpg",25,5.04,6.44,5.68,5.44,5.36
"1093_vestiaire1226.jpg",25,5.2,6.44,6.12,5.4,5.44
"1094_esprit2738.jpg",25,6.48,5.28,6.04,6.76,4.48
"1095_gucci83.jpg",25,5.44,5.08,4.44,5.52,3.44
"1096_topshop362.jpg",25,6,5.96,6.24,6.36,4.52
"1097_vestiaire626.jpg",25,4.36,5.88,5.84,4.96,4.88
"1098_the gap16.jpg",25,5.92,7.72,6.88,6.08,6.32
"1099_zara1955.jpg",25,5.24,6.36,6.16,4.84,5.28
"11_vestiaire1258.jpg",81,4.79012345679012,5.01234567901235,4.72839506172839,4.8641975308642,4.06172839506173
"110_vestiaire801.jpg",82,5.97560975609756,5.46341463414634,6.09756097560976,6.02439024390244,4.26829268292683
"1100_topshop655.jpg",25,5.84,7,6.56,5.64,5.96
"1101_zara1519.jpg",25,4.8,6.92,6.72,4.92,5.24
"1102_zara1064.jpg",25,6.2,4.96,4.88,6.48,3.88
"1103_topshop1143.jpg",25,6.52,8.68,7.56,5.96,8
"1104_zara80.jpg",25,5.12,6.04,5.8,5.4,4.52
"1105_h and m us129.jpg",25,6.48,7.4,7.16,6.28,6.92
"1106_zara1596.jpg",25,5.68,5.8,5.6,5.68,4.92
"1107_the gap189.jpg",25,6.2,6.2,5.56,5.88,5.08
"1108_zara1609.jpg",25,5.84,5.76,5.12,5.88,4.48
"1109_h and m us37.jpg",25,6.24,6.12,6.36,6.36,4.72
"111_zara1167.jpg",82,5.78048780487805,6.25609756097561,5.9390243902439,5.63414634146341,5.48780487804878
"1110_vestiaire480.jpg",25,5.92,6.16,6.08,5.72,4.88
"1111_topshop627.jpg",25,5.4,7.16,6.64,5.36,6.8
"1112_primark529.jpg",25,6.04,6.08,6,5.96,5
"1113_zara717.jpg",25,6.24,6.28,5.64,6.32,5.08
"1114_esprit2450.jpg",25,6.6,6.84,6.56,6.44,5.44
"1115_vestiaire1200.jpg",25,6.04,6.6,5.96,5.36,5.64
"1116_the gap664.jpg",25,6.2,5.64,5.8,6.16,4.28
"1117_topshop961.jpg",25,4.88,5.64,5.92,5.4,4.72
"1118_zara1797.jpg",25,6.16,6.56,6.2,6.16,5.56
"1119_the gap628.jpg",25,4.16,6.12,5.96,4.6,6
"112_vestiaire225.jpg",81,5.53086419753086,5.16049382716049,5.44444444444444,5.60493827160494,4.25925925925926
"1120_esprit2880.jpg",25,6.76,7,6.72,5.96,4.12
"1121_zara2197.jpg",25,5.2,6.52,5.16,4.92,3.88
"1122_zara719.jpg",25,5.12,7.48,6.84,4.92,6.52
"1123_vestiaire323.jpg",25,6,5.08,4.76,5.04,3.6
"1124_zara390.jpg",25,6,4.76,4.56,5.96,2.52
"1125_topshop438.jpg",25,7.16,7.4,6.36,6.24,3.76
"1126_the gap152.jpg",25,5.32,7.6,7.24,5.4,5.64
"1127_zara680.jpg",25,6.2,6.12,6.16,5.72,4.2
"1128_esprit2791.jpg",25,6.72,6.44,6.92,6.84,4.64
"1129_zara350.jpg",25,7.12,6.24,6.16,6.6,3.48
"113_esprit546.jpg",81,6.08641975308642,6.8641975308642,6.49382716049383,6.14814814814815,5.8641975308642
"1130_zara110.jpg",25,5.64,5.92,5.16,4.92,3.72
"1131_topshop1618.jpg",25,6.88,6.68,6.04,6.2,3.96
"1132_prada20.jpg",25,6.44,7.88,7.4,5.72,4.36
"1133_zara834.jpg",25,6,4.96,4.96,5.56,2.64
"1134_esprit2169.jpg",25,6.84,6.28,5.8,6.36,3.68
"1135_the gap194.jpg",25,6.24,6.04,5.68,5.84,4
"1136_esprit836.jpg",25,6.8,6.84,6.56,6.12,4.4
"1137_zara59.jpg",25,5.28,6.24,5.36,5.04,3.92
"1138_topshop1176.jpg",25,6.12,8.28,6.96,5.48,6.36
"1139_zara946.jpg",25,5.32,6.76,6.12,5.08,4.72
"114_esprit1155.jpg",81,5.38271604938272,6.74074074074074,6,5.62962962962963,5.67901234567901
"1140_zara1907.jpg",25,5.52,5.4,6.04,5.88,3.68
"1141_esprit1597.jpg",25,6.04,6.28,6.76,6.08,4.96
"1142_esprit74.jpg",25,7.48,6.88,5.8,6.64,4.72
"1143_zara2253.jpg",25,6,6.28,5.32,5.12,3.96
"1144_primark12.jpg",25,5.32,5.12,5.6,5.36,3.2
"1145_vestiaire284.jpg",25,5.68,7.64,6.6,5.4,5.84
"1146_zara558.jpg",25,5.96,6.64,5.84,5.64,4.92
"1147_esprit1955.jpg",25,6.12,5.76,5.76,5.64,4.2
"1148_esprit299.jpg",25,4.84,6.76,6.28,4.4,3.96
"1149_vestiaire599.jpg",25,5.56,5.96,6.36,5.72,4.28
"115_topshop393.jpg",81,6.19753086419753,5.33333333333333,5.74074074074074,6.35802469135802,3.8641975308642
"1150_topshop1677.jpg",25,6.4,6.08,6.2,6.16,4.44
"1151_esprit2541.jpg",25,6.28,5.2,5.2,6.12,3.4
"1152_topshop919.jpg",25,5.08,6.68,6.64,5.36,3.52
"1153_esprit2948.jpg",25,6.64,6.8,5.84,6.08,4.68
"1154_esprit820.jpg",25,5.68,6.48,5.48,5.32,3.88
"1155_primark217.jpg",25,5.92,4.76,4.96,5.72,3.56
"1156_primark390.jpg",25,5.48,6.96,7.04,5.8,5.72
"1157_the gap261.jpg",25,6.32,5.84,5.84,6.12,3.96
"1158_vestiaire618.jpg",25,4.6,6.8,6.12,4.36,4.68
"1159_primark445.jpg",25,5.36,7.28,7.4,5.56,5.16
"116_esprit965.jpg",81,5.34567901234568,6.69135802469136,6.17283950617284,5.24691358024691,5.67901234567901
"1160_zara798.jpg",27,6.74074074074074,5.92592592592593,5.62962962962963,6.18518518518519,3.81481481481481
"1161_esprit787.jpg",26,6.42307692307692,6.34615384615385,6.30769230769231,6.30769230769231,4.96153846153846
"1162_h and m us381.jpg",26,5.23076923076923,6.73076923076923,6.42307692307692,5.42307692307692,5.80769230769231
"1163_zara803.jpg",26,5.84615384615385,5,5.19230769230769,6.03846153846154,3.69230769230769
"1164_vestiaire458.jpg",26,4.42307692307692,6.42307692307692,6.30769230769231,4.65384615384615,5.84615384615385
"1165_the gap104.jpg",26,5.76923076923077,5.73076923076923,6.26923076923077,6.26923076923077,4.96153846153846
"1166_zara2367.jpg",26,6.03846153846154,5.96153846153846,6.46153846153846,6.11538461538461,5.03846153846154
"1167_h and m us315.jpg",26,7.26923076923077,6.69230769230769,5,6.30769230769231,4.5
"1168_gucci223.jpg",26,4.73076923076923,6.26923076923077,6.65384615384615,5.19230769230769,4.26923076923077
"1169_zara93.jpg",26,6.5,5.42307692307692,4.96153846153846,6,3.80769230769231
"117_zara804.jpg",81,6.77777777777778,5.97530864197531,5.81481481481481,6.25925925925926,4.53086419753086
"1170_vestiaire315.jpg",26,6.11538461538461,7.34615384615385,6.61538461538461,5.53846153846154,6.84615384615385
"1171_esprit2273.jpg",26,5.92307692307692,6.26923076923077,5.5,5.61538461538461,5.46153846153846
"1172_esprit2403.jpg",26,5.80769230769231,6.38461538461539,6.65384615384615,6,5.15384615384615
"1173_topshop432.jpg",26,5.96153846153846,5.34615384615385,5.15384615384615,6.07692307692308,4.11538461538461
"1174_prada60.jpg",26,5.26923076923077,6.61538461538461,6.11538461538461,5,6.46153846153846
"1175_esprit554.jpg",26,6.07692307692308,6.84615384615385,6.61538461538461,6.23076923076923,6.03846153846154
"1176_esprit2473.jpg",26,6.26923076923077,5.69230769230769,5.69230769230769,5.96153846153846,4.57692307692308
"1177_primark411.jpg",26,5.73076923076923,5.61538461538461,5.73076923076923,5.96153846153846,4.5
"1178_topshop680.jpg",26,5.96153846153846,6.53846153846154,6.26923076923077,6.07692307692308,5.53846153846154
"1179_esprit390.jpg",26,6.11538461538461,6.76923076923077,6.46153846153846,6.19230769230769,6
"118_esprit2472.jpg",81,6.04938271604938,5.38271604938272,5.93827160493827,6.16049382716049,4.11111111111111
"1180_zara1851.jpg",26,5.92307692307692,6.23076923076923,5.96153846153846,5.76923076923077,4.46153846153846
"1181_primark190.jpg",26,6,5.69230769230769,5.65384615384615,5.69230769230769,5.23076923076923
"1182_prada29.jpg",26,6.23076923076923,7.19230769230769,6.73076923076923,5.65384615384615,6.73076923076923
"1183_esprit1356.jpg",26,5.11538461538461,6.53846153846154,6.42307692307692,5.53846153846154,5.73076923076923
"1184_primark67.jpg",26,5.53846153846154,5.42307692307692,5.34615384615385,5.84615384615385,3.96153846153846
"1185_esprit991.jpg",26,6.88461538461539,7.30769230769231,6.34615384615385,6.07692307692308,6.42307692307692
"1186_the gap75.jpg",26,4.88461538461539,7.07692307692308,5.92307692307692,4.5,7.11538461538461
"1187_prada10.jpg",26,5.42307692307692,6.11538461538461,5.26923076923077,5.19230769230769,4.84615384615385
"1188_zara693.jpg",26,5.84615384615385,5.76923076923077,5.61538461538461,5.73076923076923,4.76923076923077
"1189_the gap187.jpg",26,6.07692307692308,5.57692307692308,5.73076923076923,6.19230769230769,4.96153846153846
"119_h and m us30.jpg",81,5.62962962962963,6.91358024691358,6.12345679012346,5.49382716049383,6.38271604938272
"1190_topshop1573.jpg",26,5.30769230769231,6.92307692307692,6.11538461538461,5.11538461538461,6.76923076923077
"1191_esprit24.jpg",26,6.19230769230769,6.57692307692308,6.38461538461539,5.96153846153846,5.53846153846154
"1192_zara1006.jpg",26,4.80769230769231,6.73076923076923,6.19230769230769,4.65384615384615,7
"1193_zara507.jpg",26,5.76923076923077,5.34615384615385,5.53846153846154,5.96153846153846,4.73076923076923
"1194_the gap80.jpg",26,5.61538461538461,5.03846153846154,5.26923076923077,5.88461538461539,4.53846153846154
"1195_zara1404.jpg",26,5.07692307692308,7.53846153846154,6.57692307692308,4.96153846153846,7.73076923076923
"1196_zara1105.jpg",26,5.76923076923077,6.61538461538461,6.19230769230769,5.73076923076923,6.07692307692308
"1197_topshop1222.jpg",26,6.19230769230769,7,6.26923076923077,5.65384615384615,5.03846153846154
"1198_vestiaire467.jpg",26,3.80769230769231,5.19230769230769,5.19230769230769,4.30769230769231,5.34615384615385
"1199_topshop1564.jpg",26,4.96153846153846,6.07692307692308,5.88461538461539,4.84615384615385,5.03846153846154
"12_primark56.jpg",81,5.82716049382716,7.18518518518519,7.20987654320988,5.91358024691358,5.53086419753086
"120_the gap606.jpg",81,5.32098765432099,5.25925925925926,5.59259259259259,5.23456790123457,4.45679012345679
"1200_zara688.jpg",27,6.48148148148148,6.44444444444444,6.11111111111111,6.33333333333333,4.7037037037037
"1201_esprit1754.jpg",27,5.7037037037037,6.92592592592593,6.55555555555556,5.7037037037037,5.96296296296296
"1202_esprit713.jpg",27,7.03703703703704,7.07407407407407,6.11111111111111,6.11111111111111,5.77777777777778
"1203_topshop1139.jpg",27,6.14814814814815,8.22222222222222,6.88888888888889,5.55555555555556,7.18518518518519
"1204_zara1987.jpg",27,5.81481481481481,6.7037037037037,6.18518518518519,5.66666666666667,5.81481481481481
"1205_esprit197.jpg",27,5.88888888888889,5.77777777777778,5.88888888888889,5.74074074074074,4.51851851851852
"1206_prada84.jpg",27,5.55555555555556,6.14814814814815,6.14814814814815,5.77777777777778,4.7037037037037
"1207_topshop745.jpg",27,5.44444444444444,6.14814814814815,5.88888888888889,5.48148148148148,5.7037037037037
"1208_zara1454.jpg",27,5.07407407407407,7.55555555555556,6.22222222222222,5.11111111111111,6.85185185185185
"1209_the gap279.jpg",27,6.37037037037037,6.55555555555556,6.59259259259259,6.33333333333333,5.40740740740741
"121_esprit73.jpg",81,6.48148148148148,6.32098765432099,5.41975308641975,5.75308641975309,4.07407407407407
"1210_zara2158.jpg",27,5.48148148148148,6.37037037037037,6.25925925925926,5.55555555555556,5.22222222222222
"1211_vestiaire763.jpg",27,5.25925925925926,5.88888888888889,6.66666666666667,5.88888888888889,4.03703703703704
"1212_the gap328.jpg",27,5,5.92592592592593,5.51851851851852,5.14814814814815,5.07407407407407
"1213_zara241.jpg",27,5.55555555555556,5.59259259259259,5.48148148148148,5.55555555555556,4.2962962962963
"1214_topshop703.jpg",27,6.07407407407407,7.03703703703704,6.25925925925926,5.88888888888889,6.40740740740741
"1215_zara179.jpg",27,6,4.92592592592593,5.2962962962963,5.85185185185185,4.11111111111111
"1216_esprit2905.jpg",27,5.77777777777778,7,6.55555555555556,5.51851851851852,4.51851851851852
"1217_vestiaire952.jpg",27,4.81481481481481,7.92592592592593,6.51851851851852,4.74074074074074,7.40740740740741
"1218_vestiaire895.jpg",27,5.59259259259259,7.22222222222222,6.88888888888889,5.7037037037037,6.66666666666667
"1219_esprit2395.jpg",27,6.7037037037037,6.07407407407407,6.22222222222222,6.62962962962963,4.74074074074074
"122_the gap147.jpg",81,5.71604938271605,5.59259259259259,5.98765432098765,6,4.18518518518519
"1220_esprit524.jpg",27,6.33333333333333,6.81481481481481,6.62962962962963,5.88888888888889,6.25925925925926
"1221_topshop270.jpg",27,5.59259259259259,7.14814814814815,6.2962962962963,5.7037037037037,6.22222222222222
"1222_esprit1125.jpg",27,7.77777777777778,7.51851851851852,6.2962962962963,6.66666666666667,5.55555555555556
"1223_primark515.jpg",27,6.25925925925926,5.81481481481481,5.74074074074074,6.11111111111111,4.74074074074074
"1224_h and m us90.jpg",27,5.7037037037037,5.37037037037037,5.37037037037037,5.88888888888889,4.14814814814815
"1225_zara2208.jpg",27,5.77777777777778,5.51851851851852,5.59259259259259,5.7037037037037,4.74074074074074
"1226_esprit615.jpg",27,5.81481481481481,5.7037037037037,5.88888888888889,5.74074074074074,5.37037037037037
"1227_primark249.jpg",27,5.77777777777778,5.88888888888889,6.07407407407407,5.96296296296296,4.51851851851852
"1228_topshop520.jpg",27,5.11111111111111,6.40740740740741,5.55555555555556,5.33333333333333,4.88888888888889
"1229_zara2379.jpg",27,5.40740740740741,6,6.07407407407407,5.48148148148148,4.77777777777778
"123_the gap557.jpg",81,5.32098765432099,5.90123456790123,6.18518518518519,5.48148148148148,4.64197530864198
"1230_topshop1168.jpg",27,6.37037037037037,8.03703703703704,6.77777777777778,5.59259259259259,7.11111111111111
"1231_esprit1557.jpg",27,6.03703703703704,6.7037037037037,6.40740740740741,5.96296296296296,6.07407407407407
"1232_zara635.jpg",27,6,6.07407407407407,5.88888888888889,6,4.55555555555556
"1233_zara2101.jpg",27,5.62962962962963,5.81481481481481,5.74074074074074,5.62962962962963,4.74074074074074
"1234_zara1806.jpg",27,5.88888888888889,6.07407407407407,6.07407407407407,5.85185185185185,4.77777777777778
"1235_zara760.jpg",27,6.11111111111111,6.33333333333333,5.92592592592593,5.66666666666667,5.59259259259259
"1236_esprit988.jpg",27,5.66666666666667,5.74074074074074,5.7037037037037,5.77777777777778,4.25925925925926
"1237_primark372.jpg",27,5.07407407407407,6.85185185185185,6.77777777777778,5.14814814814815,5.51851851851852
"1238_topshop78.jpg",27,5.7037037037037,7.25925925925926,6.2962962962963,5.7037037037037,6.44444444444444
"1239_esprit350.jpg",27,5.77777777777778,6.33333333333333,5.92592592592593,5.81481481481481,5.88888888888889
"124_primark450.jpg",81,5.97530864197531,6.61728395061728,6.64197530864198,5.92592592592593,5.32098765432099
"1240_vestiaire302.jpg",27,7.25925925925926,6.62962962962963,6.51851851851852,6.92592592592593,4.92592592592593
"1241_esprit693.jpg",27,5.88888888888889,5.92592592592593,6.40740740740741,5.96296296296296,4.48148148148148
"1242_the gap21.jpg",27,5.62962962962963,7.22222222222222,6.92592592592593,5.77777777777778,5.48148148148148
"1243_esprit1433.jpg",26,6.65384615384615,6.57692307692308,6.19230769230769,6.57692307692308,4.88461538461539
"1244_the gap172.jpg",25,6,6.56,6.92,5.92,5
"1245_zara362.jpg",24,6.04166666666667,5.33333333333333,5.375,6.125,3.91666666666667
"1246_the gap619.jpg",24,6.625,6.29166666666667,6.04166666666667,6.41666666666667,4.125
"1247_primark244.jpg",24,5.08333333333333,6.875,7.16666666666667,5.375,5.41666666666667
"1248_topshop1297.jpg",24,6.25,7.04166666666667,6.54166666666667,6.08333333333333,4.83333333333333
"1249_esprit2251.jpg",24,6.75,5.875,6.16666666666667,6.70833333333333,4.04166666666667
"125_zara187.jpg",81,4.82716049382716,7.79012345679012,6.53086419753086,4.62962962962963,7.33333333333333
"1250_vestiaire204.jpg",24,5.5,6.95833333333333,6.04166666666667,5.20833333333333,5.33333333333333
"1251_zara1820.jpg",24,6.58333333333333,6.375,5.91666666666667,6.16666666666667,4.375
"1252_esprit2648.jpg",24,6.04166666666667,6.79166666666667,6.95833333333333,6.04166666666667,4.125
"1253_esprit1072.jpg",24,6.33333333333333,6.45833333333333,6.91666666666667,6.45833333333333,4.375
"1254_topshop319.jpg",24,5.33333333333333,7.20833333333333,6.375,5.66666666666667,5.70833333333333
"1255_gucci239.jpg",24,7.16666666666667,6.33333333333333,6.41666666666667,6.58333333333333,4.04166666666667
"1256_esprit2145.jpg",24,6.75,5.75,6.375,6.54166666666667,3.83333333333333
"1257_zara1781.jpg",24,6.29166666666667,5.91666666666667,5.875,6,3.45833333333333
"1258_topshop824.jpg",24,6.66666666666667,6.33333333333333,6.25,6.58333333333333,4.25
"1259_zara1508.jpg",24,5.41666666666667,6.75,7.29166666666667,5.75,4.5
